gene_id,f1.expected_count,f2.expected_count,f3.expected_count,f4.expected_count,f5.expected_count,f6.expected_count
ENSDARG00000011885,856,894,689,1117,957,968
ENSDARG00000011886,431,574,415,604,480,457
ENSDARG00000011890,523,600,483,678,635,621
ENSDARG00000011897,559,582,469,742,681,659
ENSDARG00000011909,257,363,256,397,267,377
ENSDARG00000011921,1407,1354,1112,1954,1609,1593
ENSDARG00000011925,2080,2088,1342,2204,1835,2394
ENSDARG00000011926,98,108,87,127,117,108
ENSDARG00000011929,811,804,664,1038,957,873
ENSDARG00000011932,888,1242,874,1350,911,1113
ENSDARG00000011934,1707.25,1711.63,1442.55,2308.33,2268.33,1957.77
ENSDARG00000011941,352.75,592.45,316.47,583.84,218.49,449.81
ENSDARG00000011945,648,820,597,853,713,794
ENSDARG00000011948,1315,1613,1122,1926,1416,1680
ENSDARG00000011956,261,216,196,203,292,294
ENSDARG00000011958,695,753,555,913,709,794
ENSDARG00000011961,1052,975,860,1259,1214,1318
ENSDARG00000011973,262,252,201,341,294,298
ENSDARG00000011975,16.07,20.27,8.19,28.05,12.12,21.32
ENSDARG00000011983,1233,1169,1011,1801,1793,1371
ENSDARG00000011989,1489.72,2332,1811,2315.7,1444,1772
ENSDARG00000011998,3222,2923,3575,3777,2793,2330
ENSDARG00000011999,112.95,119.65,76.17,137.78,131.78,138.64
ENSDARG00000012002,561.14,570.24,490.21,771.32,681.34,653.17
ENSDARG00000012005,766,834,699,1019,948,840
ENSDARG00000012013,145,138,93,179,139,157
ENSDARG00000012016,371,349,284,470,496,401
ENSDARG00000012019,963,1524,979,1573,890,1417
ENSDARG00000012021,598,668,486,772,519,724
ENSDARG00000012025,791,797,646,979,916,872
ENSDARG00000012030,37.01,44.16,26.62,44.09,54.45,45.13
ENSDARG00000012035,393.04,382.85,313.49,483.4,507.37,461.28
ENSDARG00000012039,227.88,255.89,205.94,262.94,243.96,248.96
ENSDARG00000012040,1075,1263,1025,1470,1159,1270
ENSDARG00000012044,234,245,216,433,338,257
ENSDARG00000012051,84,82,71,115,116,94
ENSDARG00000012057,8,12,9,12,6,12
ENSDARG00000012060,402,401,265,503,288,478
ENSDARG00000012066,2848,2854,2102,3210,3091,3251
ENSDARG00000012071,417,499,381,630,504,563
ENSDARG00000012072,286,274,226,375,348,329
ENSDARG00000012073,640,705,394,647,539,670
ENSDARG00000012076,45140,32737,22342,34199,31890,46069
ENSDARG00000012078,3785,4389,3148,4828,4289,4448
ENSDARG00000012113,155,161,110,193,185,157
ENSDARG00000012125,169,219,170,283,154,190
ENSDARG00000012126,180,232,186,295,181,260
ENSDARG00000012135,329,321,300,497,336,393
ENSDARG00000012137,80.65,67.44,74.37,102.48,74.32,96.61
ENSDARG00000012138,1085,1300,968,1406,1333,1329
ENSDARG00000012140,693,714,537,867,762,769
ENSDARG00000012141,1594,2044,1485,2329,1803,1944
ENSDARG00000012144,1981,1989,1584,2576,2186,2205
ENSDARG00000012177,383,422,323,549,365,449
ENSDARG00000012184,130,180,137,212,102,206
ENSDARG00000012192,676,685,464,701,704,780
ENSDARG00000012194,4781,5093,4286,7098,6122,6133
ENSDARG00000012196,204,301,173,306,130,268
ENSDARG00000012199,932,1005,655,989,934,1036
ENSDARG00000012204,156,227,150,215,115,227
ENSDARG00000012215,409,414,264,489,415,440
ENSDARG00000012219,361,390,301,496,377,477
ENSDARG00000012222,348,358,264,366,366,383
ENSDARG00000012234,793.85,900.83,679.78,1097.63,1058.81,984.64
ENSDARG00000012244,2732,3279,2566,3912,3147,3326
ENSDARG00000012247,59,68,43,66,68,52
ENSDARG00000012248,2971,3739,2651,3942,2899,3704
ENSDARG00000012261,956,1172,743,1207,845,1110
ENSDARG00000012269,276,254,191,382,271,358
ENSDARG00000012271,159,149,122,206,156,168
ENSDARG00000012274,963,985,846,1199,947,1085
ENSDARG00000012275,17,11,16,16,23,12
ENSDARG00000012281,443,715,561,798,348,641
ENSDARG00000012295,314,324,219,302,360,346
ENSDARG00000012297,28,48,23,54,19,33
ENSDARG00000012306,487,857,615,913,476,622
ENSDARG00000012311,1184.49,1019.72,1001.82,1630.34,1708.68,1292.29
ENSDARG00000012314,1131,1324,1108,1700,1399,1412
ENSDARG00000012325,224,238,222,297,221,250
ENSDARG00000012340,237,334,227,430,168,353
ENSDARG00000012341,1342,1355,659,1103,1077,1494
ENSDARG00000012347,448,753,490,700,416,652
ENSDARG00000012353,62,78,62,90,59,71
ENSDARG00000012355,77.97,97.65,70,82.83,62.09,95
ENSDARG00000012366,1019.95,880,809.96,1033.93,1003.95,1135.84
ENSDARG00000012367,137,189,136,204,81,179
ENSDARG00000012368,332,396,268,468,271,392
ENSDARG00000012369,297,305,238,392,358,336
ENSDARG00000012378,899,952,698,1145,1021,1008
ENSDARG00000012381,6827,6714,5965,9058,9140,8081
ENSDARG00000012387,7158,7381,5750,8884,7780,8059
ENSDARG00000012388,163,163,132,179,223,179
ENSDARG00000012389,664,966,597,993,582,905
ENSDARG00000012390,216,181,159,240,287,213
ENSDARG00000012395,46.84,35.97,43.93,106.91,86.52,68.27
ENSDARG00000012397,945,931,773,1248,1112,1050
ENSDARG00000012399,1634,1834,1239,2111,1765,1938
ENSDARG00000012403,217,250,192.92,305,201.98,289.97
ENSDARG00000012405,61071.96,64280.05,44863.38,74594.08,70916.98,68002.6
ENSDARG00000012407,538,544,410,664,702,571
ENSDARG00000012409,179,213,190,282,221,244
ENSDARG00000012422,6581,7028,5234,8442,6341,7830
ENSDARG00000012426,643,812,624,897,751,811
ENSDARG00000012432,804,1095,766,1204,1000,1071
ENSDARG00000012435,6,13,16,14,53,12
ENSDARG00000012446,2,6,4,7,3,10
ENSDARG00000012449,70,107,69,102,19,73
ENSDARG00000012450,1054,1049,798,1401,1151,1263
ENSDARG00000012453,312,287,246,351,309,384
ENSDARG00000012458,3463,3633,3318,5145,4535,3846
ENSDARG00000012460,180,181,154,214,191,216
ENSDARG00000012467,664,784,548,927,916,853
ENSDARG00000012468,542,559,427,663,266,580
ENSDARG00000012485,271,287,217,332,292,346
ENSDARG00000012495,802,825,639,1185,942,941
ENSDARG00000012496,17,21,17,32,13,20
ENSDARG00000012499,2495,3427,2438,3986,2612,3008
ENSDARG00000012504,590,882,679,887,641,741
ENSDARG00000012505,1738,2100,1535,2252,1701,2036
ENSDARG00000012506,276,291,209,295,257,302
ENSDARG00000012513,2512,2806,2288,3490,3272,2982
ENSDARG00000012519,1376,1867,1217,1965,1271,1619
ENSDARG00000012534,144,181,101,161,67,188
ENSDARG00000012535,13,14,10,13,9,13
ENSDARG00000012539,12,16,10,24,19,18
ENSDARG00000012553,1606,1827,1251,2027,1841,1977
ENSDARG00000012555,225,340,248,360,227,295
ENSDARG00000012563,263,232,187,306,280,238
ENSDARG00000012572,322,297,226,351,392,333
ENSDARG00000012574,612,906,658,988,559,809
ENSDARG00000012577,1426,1802,1396,2176,1615,1776
ENSDARG00000012581,252.31,406.72,277.8,354.53,241.23,286.62
ENSDARG00000012586,299,353,260,426,171,436
ENSDARG00000012588,420,455,322,576,395,492
ENSDARG00000012591,849,857,781,1052,1009,963
ENSDARG00000012593,10371,11263,8125,14110,10816,12615
ENSDARG00000012600,133,130,110,190,130,171
ENSDARG00000012603,1250,1459,1071.8,1734.68,1707,1558
ENSDARG00000012609,205,262,556,445,964,343
ENSDARG00000012610,1394,2064,1594,2355,1472,1644
ENSDARG00000012625,549,608,424,661,502,601
ENSDARG00000012627,903,1118,872,1381,1066,1151
ENSDARG00000012632,55,61,39,71,92,82
ENSDARG00000012640,490.99,461.99,415,624.97,562.95,566
ENSDARG00000012642,291,348,218,397,209,365
ENSDARG00000012649,136,155,115,188,74,153
ENSDARG00000012656,1145,1475,1025,1743,1278,1449
ENSDARG00000012667,1117,1641,1199,1692,1212,1418
ENSDARG00000012671,178,214,153,284,235,213
ENSDARG00000012672,874.04,945.03,627.8,1096.42,1014.32,1020.53
ENSDARG00000012674,247,230,181,273,275,276
ENSDARG00000012682,7359,8379,6195,9378,7347,8861
ENSDARG00000012684,2326,2762,2029,3133,2370,2813
ENSDARG00000012688,10194,11247,9114,14317,13381,11758
ENSDARG00000012694,5195.89,5691.62,3691,7576,5801,6638.92
ENSDARG00000012699,133,187,138,239,123,191
ENSDARG00000012718,1,2,3,2,2,2
ENSDARG00000012723,1106,1285,921,1468,1083,1327
ENSDARG00000012726,76.26,58.11,50.22,89.75,87.44,76.19
ENSDARG00000012729,933,962,639,1177,1125,1045
ENSDARG00000012741,800,1028,688,1115,782,1019
ENSDARG00000012745,404,430,287,414,270,472
ENSDARG00000012747,1056,1141,890,1568,1241,1270
ENSDARG00000012763,522,618,461,685,593,651
ENSDARG00000012776,511,620,390,618,519,615
ENSDARG00000012777,3400.62,3946.41,2904.88,4229.41,3430.18,4125.15
ENSDARG00000012788,250,253,221,314,282,291
ENSDARG00000012789,110,119,91,148,119,103
ENSDARG00000012790,1180,1128,917,1398,1222,1356
ENSDARG00000012796,284,319,207,331,285,335
ENSDARG00000012801,365,660,387,632,348,463
ENSDARG00000012816,177,204,130,261,123,216
ENSDARG00000012818,760,885,644,946,811,857
ENSDARG00000012820,4284,4085,3473,6208,5623,4801
ENSDARG00000012823,78,131,55,111,36,120
ENSDARG00000012824,723,823,495,852,665,838
ENSDARG00000012827,211,243,190,239,195,246
ENSDARG00000012829,1097,1195,1055,1901,1284,1380
ENSDARG00000012833,229,366,235,354,116,348
ENSDARG00000012840,498,624,454,681,471,577
ENSDARG00000012848,1577,1766,1415,2156,1888,1803
ENSDARG00000012860,59,69,64.09,112.02,115,54
ENSDARG00000012866,1136,1294,977,1572,1194,1331
ENSDARG00000012871,1955,1991,1606,2593,2518,2297
ENSDARG00000012874,1600.99,1605.97,1317.98,2049.95,1767.97,1856
ENSDARG00000012881,941,1092,1229,1747,1835,1214
ENSDARG00000012887,619,717,562,852,735,757
ENSDARG00000012892,357,510,311,515,287,427
ENSDARG00000012896,730,1070,739,1153,835,1007
ENSDARG00000012899,310,312,284,469,383,337
ENSDARG00000012903,1072,1034,1185,2228,1651,1315
ENSDARG00000012914,1740,2335,1633,2405,1818,2297
ENSDARG00000012915,1093,1138,785,1326,1225,1254
ENSDARG00000012927,465,541,473,639,562,562
ENSDARG00000012929,382,380,277,473,402,440
ENSDARG00000012932,564,724,486,767,804,664
ENSDARG00000012942,815,1022,616,1031,861,921
ENSDARG00000012944,56097.43,60425.06,47793.05,76583.08,64534.04,68114.23
ENSDARG00000012945,12,9,12,19,18,17
ENSDARG00000012946,1608,1755,1293,2074,1892,1850
ENSDARG00000012949,734,939,691,989,735,925
ENSDARG00000012953,525,584,513,814,684,658
ENSDARG00000012968,1649,1647,1478,2286,2193,1987
ENSDARG00000012972,12142,10724,7008,11188,13534,12841
ENSDARG00000012981,1109,1251,1120,1612,1430,1319
ENSDARG00000012982,862,1117,723,1136,733,1045
ENSDARG00000012986,76,85,46,85,84,111
ENSDARG00000012987,4631,5462,4310,6198,5112,5278
ENSDARG00000013000,280,428,289,428,217,341
ENSDARG00000013004,897.98,1068,803,1121.97,931,1160
ENSDARG00000013005,109,192,117,202,82,175
ENSDARG00000013006,152.08,145.14,134.36,209.52,156.49,170.48
ENSDARG00000013009,952,1000,828,1110,1195,1138
ENSDARG00000013014,25,26,26,40,25,38
ENSDARG00000013016,439.9,488.08,339.37,538.21,545.17,490.8
ENSDARG00000013020,152,334,180,286,75,282
ENSDARG00000013022,109.06,83.76,85.56,103.82,59.36,153.66
ENSDARG00000013023,80,78,59,99,81,86
ENSDARG00000013024,102,147,96,152,157,133
ENSDARG00000013025,280,299,201,394,276,307
ENSDARG00000013031,2212,2798,1946,3078,2141,2667
ENSDARG00000013044,1929,1966,1553,2351,2425,2131
ENSDARG00000013050,291,347,250,372,310,357
ENSDARG00000013051,40.61,34.94,45,43.31,50.73,47
ENSDARG00000013056,1462,1512,1329,2157,1846,1752
ENSDARG00000013057,618,667,555,796,700,778
ENSDARG00000013058,383,468,355,511,405,437
ENSDARG00000013063,1781,2217,1659,2507,1709,2131
ENSDARG00000013072,161,205,125,226,99,207
ENSDARG00000013075,796,798,592,935,839,884
ENSDARG00000013076,483,642,446,641,520,607
ENSDARG00000013078,11679,14326,10489,15715,11939,14123
ENSDARG00000013079,507,565,426,668,588,587
ENSDARG00000013082,333,356,242,408,431,393
ENSDARG00000013087,3543,4647,3535,5172,3956,4245
ENSDARG00000013095,1243,1470,1062,1703,1201,1556
ENSDARG00000013110,329,515,324,474,383,461
ENSDARG00000013117,823,869,701,1087,886,958
ENSDARG00000013122,1351,1718,1247,1914,1651,1700
ENSDARG00000013125,264,326,220,313,245,292
ENSDARG00000013128,300,353,231,424,301,393
ENSDARG00000013134,50,78,43,79,57,66
ENSDARG00000013144,11449,11745,11385,17862,14798,13607
ENSDARG00000013150,575,640,489,783,594,668
ENSDARG00000013153,42,47,33,58,53,74
ENSDARG00000013161,1018,1144,810,1388,1054,1176
ENSDARG00000013168,621,697,456,642,540,709
ENSDARG00000013174,183,191,138,222,197,188
ENSDARG00000013203,17,7.99,15.62,16.97,13.55,15.94
ENSDARG00000013207,1154,1391,1010,1611,1076,1461
ENSDARG00000013210,4,1,5,3,12,2
ENSDARG00000013221,218,244,209,321,204,226
ENSDARG00000013222,241,277,189,350,271,293
ENSDARG00000013224,480,654,495,680,516,553
ENSDARG00000013227,26,32,12,21,22,32
ENSDARG00000013236,339,321,228,444,215,383
ENSDARG00000013240,186.64,179.27,181.35,301.54,323.11,217.59
ENSDARG00000013245,169,203,146,272,166,199
ENSDARG00000013250,1897,1949,1386,2264,1816,2158
ENSDARG00000013251,147.83,131.24,159,152.42,106.93,92
ENSDARG00000013252,213,222,182,329,350,260
ENSDARG00000013266,84,101,80,112,97,115
ENSDARG00000013274,328,327,293,434,358,402
ENSDARG00000013279,153,160,118,227,214,182
ENSDARG00000013292,307,381,276,391,370,378
ENSDARG00000013293,425,559,388,614,544,539
ENSDARG00000013295,1878,2363,1646,2146,1681,2334
ENSDARG00000013302,138,162,130,165,165,169
ENSDARG00000013307,39695,38279,28807,44796,48457,43010
ENSDARG00000013310,474,476,385,692,545,544
ENSDARG00000013312,189,240,193,296,197,210
ENSDARG00000013317,2347,3966,2666,3666,2565,3228
ENSDARG00000013329,380,415,317,498,414,439
ENSDARG00000013333,4144,3896,3001,4765,5146,4404
ENSDARG00000013335,1635,1488,1253,2144,2129,1829
ENSDARG00000013343,609,997,639,974,511,847
ENSDARG00000013346,1202,1626,1146,1639,1082,1433
ENSDARG00000013351,27946,29814,22603,36014,30709,31627
ENSDARG00000013360,533,674,555,795,532,688
ENSDARG00000013371,538,542,453,736,702,705
ENSDARG00000013379,1984,2423,1840,3001,2199,2463
ENSDARG00000013382,1433.58,1417.12,1141.98,1764.7,1809,1677.06
ENSDARG00000013389,67,121,72,106,27,79
ENSDARG00000013390,19,17,21,13,20,14
ENSDARG00000013393,156,191,158,226,209,190
ENSDARG00000013397,499,544,377,602,493,595
ENSDARG00000013409,135,115,79,134,161,135
ENSDARG00000013414,1612,2013,1479,2097,1680,1911
ENSDARG00000013415,786,781,464,869,676,914
ENSDARG00000013422,87,105,80,142,59,118
ENSDARG00000013430,28110,24512,19275,32818,30289,30211
ENSDARG00000013434,751,867,607,938,782,884
ENSDARG00000013438,0,4,4,5,4,3
ENSDARG00000013441,119,144,119,157,176,158
ENSDARG00000013443,3240,4133,2870,4361,3584,3843
ENSDARG00000013453,25,29,26,36,39,41
ENSDARG00000013457,977.8,1030.93,758.55,1130.76,1012.32,1019.63
ENSDARG00000013460,134,150,120,226,137,162
ENSDARG00000013461,67,71,69,98,70,85
ENSDARG00000013472,453,459,329,609,452,533
ENSDARG00000013475,9082.22,8692.14,6948.17,10831.86,11813.1,9848.23
ENSDARG00000013476,99,96,88,109,91,133
ENSDARG00000013477,53,50,51,73,57,61
ENSDARG00000013478,529,555,429,693,703,655
ENSDARG00000013491,52,85,45,66,29,56
ENSDARG00000013492,107,109,76,163,48,139
ENSDARG00000013500,371,580,363,500,306,472
ENSDARG00000013505,1158,1330,1143,1568,1252,1231
ENSDARG00000013522,5648,4984,10094,17875,13625,7176
ENSDARG00000013524,62,82,30,88,62,74
ENSDARG00000013526,269,330,266,413,365,399
ENSDARG00000013528,128,118,75,124,91,120
ENSDARG00000013533,195,202,161,277,183,241
ENSDARG00000013539,109,102,82,116,122,87
ENSDARG00000013542,795,981,729,1137,758,986
ENSDARG00000013561,5158,5469,3722,5609,5091,5820
ENSDARG00000013575,468,531,416,621,539,591
ENSDARG00000013576,126,145,134,218,223,134
ENSDARG00000013582,861,1166,787,1147,804,1028
ENSDARG00000013596,682,903,677,974,581,905
ENSDARG00000013598,10,18,23,34,43,13
ENSDARG00000013607,333,433,264,500,245,434
ENSDARG00000013613,723,728,640,930,657,787
ENSDARG00000013615,2144,3441,2386,3395,2104,2853
ENSDARG00000013623,35618,33482,27506,42999,45836,39471
ENSDARG00000013628,3048,2821,2462,3932,3335,3499
ENSDARG00000013647,11,21,7,32,8,21
ENSDARG00000013649,4,3,0,2,1,2
ENSDARG00000013653,58,79,72,80,83,87
ENSDARG00000013655,3000,2981,2178,3425,3256,3401
ENSDARG00000013659,502,667,465,803,462,676
ENSDARG00000013667,321,376,281,429,341,381
ENSDARG00000013669,684,1290,900,1234,475,1075
ENSDARG00000013670,821,927,680,1211,839,920
ENSDARG00000013681,1967,1840,1544,2610,2378,2178
ENSDARG00000013685,162,173,141,227,166,230
ENSDARG00000013687,169,176,149,266,195,210
ENSDARG00000013694,212,241,198,286,264,304
ENSDARG00000013704,253,269,215,324.12,218,285.58
ENSDARG00000013705,251,299,251,369,233,330
ENSDARG00000013708,2936,3974,2670,4239,2904,3757
ENSDARG00000013711,336,316,294,468,400,369
ENSDARG00000013719,154,191,130,167,146,169
ENSDARG00000013721,3050,3067,4480,6907,6462,3806
ENSDARG00000013726,249,284,205,356,318,311
ENSDARG00000013729,1680,2063,1368,2284,1918,2057
ENSDARG00000013730,2560,3225,2296,3727,2545,3169
ENSDARG00000013732,1139,1277,958,1471.54,1378.69,1307.83
ENSDARG00000013734,552,574,392,631,592,649
ENSDARG00000013741,683,778,501,851,734,779
ENSDARG00000013749,1335,1179,862,1583,1713,1400
ENSDARG00000013750,1570,2234,1637,2498,1625,1907
ENSDARG00000013752,63,53,49,89,66,58
ENSDARG00000013755,32588,32014,26752,48290,41743,38379
ENSDARG00000013763,845,997,719,1186,841,1097
ENSDARG00000013771,257,257,370.86,464.96,992.76,269
ENSDARG00000013775,223,235,151,307,166,258
ENSDARG00000013776,1001,1146,887,1345,885,1093
ENSDARG00000013777,1151,1237,793,1360,1263,1274
ENSDARG00000013784,224,197.31,171,299,231.39,249.98
ENSDARG00000013787,373,432,366,539,396,464
ENSDARG00000013789,22,21,20,30,11,14
ENSDARG00000013794,471,493,378,650,575,514
ENSDARG00000013795,174,157,137,200,189,145
ENSDARG00000013800,433.97,412.17,321.66,456.13,424.41,499.13
ENSDARG00000013802,559,533,416,690,607,589
ENSDARG00000013804,3426,3114,2147,3539,3800,3755
ENSDARG00000013813,318.6,464.8,313.08,492.28,244.8,378.54
ENSDARG00000013822,718,631,496,840,839,726
ENSDARG00000013828,410,485,339,557,257,485
ENSDARG00000013830,928,923,811,1401,915,1093
ENSDARG00000013834,18,21,21,39,17,33
ENSDARG00000013837,5,2,1,1,7,3
ENSDARG00000013838,2738,4019,2614,4076,2706,3546
ENSDARG00000013839,541,545,390,605,580,532
ENSDARG00000013841,501,698,434,717.44,471,600
ENSDARG00000013842,139,172,121,181,113,147
ENSDARG00000013843,802,894,692,1042,931,933
ENSDARG00000013845,745,754,608,968,730,959
ENSDARG00000013847,571,675,437,799,498,673
ENSDARG00000013853,609,677,558,834,668,701
ENSDARG00000013855,177,338,275,227,175,281
ENSDARG00000013856,1509,3674,2225,4679,3951,2870
ENSDARG00000013858,109,160,142,167,123,158
ENSDARG00000013860,283,255,167,287,337,296
ENSDARG00000013861,453,617,395,616,399,583
ENSDARG00000013863,918,875,690,1148,1141,998
ENSDARG00000013871,1109,1201,1158,2080,1406,1352
ENSDARG00000013880,317,302,263,444,363,337
ENSDARG00000013881,666,636,563,920,781,762
ENSDARG00000013892,907.41,1324.28,870.15,1445.33,1058.16,1214.11
ENSDARG00000013907,2,3,0,2,0,0
ENSDARG00000013921,822,1091,832,1221,809,958
ENSDARG00000013926,386,388,396,962,617,413
ENSDARG00000013928,837,1022,764,1125,985,1041
ENSDARG00000013931,8023,7496,6204,9011,10221,8813
ENSDARG00000013933,13,13,7,10,12,12
ENSDARG00000013938,1953,1837,1501,2232,2174,1963
ENSDARG00000013946,1842,1984,1474,2458,2094,2129
ENSDARG00000013950,127,128,101,147,148,149
ENSDARG00000013961,1228,1215,1019,1678,1310,1481
ENSDARG00000013963,2808.82,3318.91,3922.97,3743,2610,2481
ENSDARG00000013965,811,993,802,1226,932,1002
ENSDARG00000013966,1332,1238.06,1041,1684,1705,1451
ENSDARG00000013968,10959,11583,9001,15129,13698,12775
ENSDARG00000013973,377,391,296,480,435,448
ENSDARG00000013976,2745,3056,2441,3632,3212,3209
ENSDARG00000013979,3435,3809,3056,4410,4174,3963
ENSDARG00000013990,1662,1982,1628,2513,2018,2014
ENSDARG00000013997,777,904,630,995,733,991
ENSDARG00000014003,361,439,337,494,462,456
ENSDARG00000014004,1268.63,1356.99,987.01,1616.97,1593.74,1460.73
ENSDARG00000014005,212,236,181,292,240,261
ENSDARG00000014008,744,933,634,1000,738,837
ENSDARG00000014013,1540,1751,1229,1959,1587,1773
ENSDARG00000014015,1833,1965,1343,2280,2028,2213
ENSDARG00000014017,2047,2255,1418,2309,1830,2165
ENSDARG00000014018,857,1292,913,1326,733,1061
ENSDARG00000014024,11.66,13.39,12.72,67.24,63.19,18.15
ENSDARG00000014031,3938,3919,3014,5403,3746,4602
ENSDARG00000014039,23,26,23,24,17,31
ENSDARG00000014041,451,507,346,555,387,548
ENSDARG00000014047,3290,3272,2330,3913,4204,3607
ENSDARG00000014050,88,95,72,110,104,108
ENSDARG00000014053,1875,2404,1837,2585,1997,2206
ENSDARG00000014057,13.21,15.05,9.1,24,7.04,12.06
ENSDARG00000014058,41,43,36,38,50,38
ENSDARG00000014059,481,531,411,644,580,539
ENSDARG00000014068,2094,2887,2047,2921,2214,2598
ENSDARG00000014081,335,577,389,592,348,409
ENSDARG00000014083,1075,1158,734,1192,1099,1144
ENSDARG00000014085,667,625,453,823,753,627
ENSDARG00000014091,299,349,267,421,368,377
ENSDARG00000014098,255,299,209,354,240,331
ENSDARG00000014101,661,676,477,746,642,777
ENSDARG00000014103,66,65,52,85,99,112
ENSDARG00000014106,4861,4729,4079,7023,5907,5781
ENSDARG00000014113,981,1170,931,1461,1016,1242
ENSDARG00000014137,1312,1948.96,1365,1968.99,1325,1719.93
ENSDARG00000014138,125,162,115,205,155,155
ENSDARG00000014139,1488,1627,1250,2056,1800,1828
ENSDARG00000014148,409,405,287,490,396,506
ENSDARG00000014159,3166,3386,2643,4496,3727,3792
ENSDARG00000014161,218,272,184,284,226,295
ENSDARG00000014165,2539,2342,1736,2867,3094,2578
ENSDARG00000014169,61,107,56,127,29,92
ENSDARG00000014171,177,172,151,201,265,194
ENSDARG00000014179,3584,3358,3236,5582,4767,4062
ENSDARG00000014180,337,383,259,404,308,351
ENSDARG00000014181,313,400,288,462,222,384
ENSDARG00000014190,126.49,148.4,120.58,284.96,199.33,139.36
ENSDARG00000014196,42761,38669,30650,49044,50036,48727
ENSDARG00000014201,914,1347,908,1307,927,1152
ENSDARG00000014208,9,10,15,11,9,18
ENSDARG00000014209,40,51,41,46,49,41
ENSDARG00000014215,808,1030,858,1198,858,1033
ENSDARG00000014218,86,119,71,127,40,106
ENSDARG00000014222,1693,1837,1520,2290,2276.01,2007
ENSDARG00000014230,7433,7097,5510,9389,9448,8176
ENSDARG00000014232,163,189,142,235,168,255
ENSDARG00000014233,434,453,367,649,437,552
ENSDARG00000014239,167,212,166,263,129,227
ENSDARG00000014244,2178.87,2395.77,1774.68,2647.68,2127.93,2457.86
ENSDARG00000014246,57,69,46,82,33,81
ENSDARG00000014248,196,195,163,269,192,236
ENSDARG00000014259,1350,1438,1092,1877,1518,1656
ENSDARG00000014273,1192,2206,1523,1909,1122,1648
ENSDARG00000014274,478,493,336,532,468,534
ENSDARG00000014280,51,107,50,85,23,63
ENSDARG00000014287,2497.92,4336.93,3172.92,4402,2959.92,3420
ENSDARG00000014292,330,412,288,486,334,378
ENSDARG00000014302,297,380,287,418,216,344
ENSDARG00000014303,423.88,509.8,386.55,595,472.58,509.49
ENSDARG00000014309,13,13,10,16,9,23
ENSDARG00000014311,241,235,148,294,207,221
ENSDARG00000014313,4372,4206,3182,5017,5358,4847
ENSDARG00000014320,388,343,337,455,359,433
ENSDARG00000014321,86,77,69,82,104,101
ENSDARG00000014324,82,78,74,91,110,59
ENSDARG00000014329,4513,4327,3597,6202,5486,5100
ENSDARG00000014333,940,920,727,1208,1112,1036
ENSDARG00000014340,382,370,279,459,352,414
ENSDARG00000014348,341,420,288,465,345,438
ENSDARG00000014356,64,51,52,63,41,70
ENSDARG00000014357,8,4,7,13,5,6
ENSDARG00000014358,11,16,15,16,12,17
ENSDARG00000014361,1640,1803,1413,2247,2014,1918
ENSDARG00000014366,1213,1287,908,1582,1089,1376
ENSDARG00000014373,89,89,59,85,76,92
ENSDARG00000014378,707,825,603,952,846,869
ENSDARG00000014386,486,480,431,671,662,560
ENSDARG00000014395,47,72,37,60,51,80
ENSDARG00000014402,6,15,6,10,15,9
ENSDARG00000014420,4103,7321,4916,7517,3662,5816
ENSDARG00000014427,2,1.02,4.08,15.35,4.09,5
ENSDARG00000014428,1100.45,1271.44,976.46,1499.47,758.32,1233.42
ENSDARG00000014430,745,907,715,1036,801,865
ENSDARG00000014439,695,900,656,1027,749,859
ENSDARG00000014462,304,466,329,483,327,404
ENSDARG00000014463,917,894,709,1111,1092,1106
ENSDARG00000014465,217,269,196,302,252,255
ENSDARG00000014474,430,435,322,492,479,460
ENSDARG00000014477,17,28,13,18,13,24
ENSDARG00000014479,28,20,25,46,25,22
ENSDARG00000014480,24,22,26,40,26,28
ENSDARG00000014488,1000,1138,841,1519,899,1272
ENSDARG00000014490,353,398,369,536,469,461
ENSDARG00000014496,1653.85,1550.53,1303.89,2807.37,2713.25,2279.56
ENSDARG00000014498,774,899,681,1059,789,909
ENSDARG00000014499,780,722,522,715,829,785
ENSDARG00000014506,611,546,415,666,754,651
ENSDARG00000014517,2148,2454,1762,2764,2104,2418
ENSDARG00000014522,977,1325,860,1240,923,1261
ENSDARG00000014527,136,204,138,238,65,195
ENSDARG00000014531,360,351,354,573,411,462
ENSDARG00000014532,360,422,281,417,387,400
ENSDARG00000014536,928,875,785,1222,1189,1089
ENSDARG00000014545,138,160,116,131,105,134
ENSDARG00000014550,144,219,163,252,80,164
ENSDARG00000014554,1298,1415,1046,1567,1393,1450
ENSDARG00000014556,2750.92,2494.74,2050.01,3126.53,3168.8,2793.75
ENSDARG00000014565,0,2,1,2,5,1
ENSDARG00000014569,2788,3520,2452,3805,2758,3298
ENSDARG00000014571,9034,11467,8103,12272,9727,10634
ENSDARG00000014572,4844,4604,3633,6011,5216,5589
ENSDARG00000014577,772,924,665,1070,1026,940
ENSDARG00000014582,810,1070,738,1179,1009,1041
ENSDARG00000014587,7718,8126,6469,10854,10093,9395
ENSDARG00000014588,388,478,334,483,416,458
ENSDARG00000014591,3212,3647,2668,3771,3448,3643
ENSDARG00000014592,164,190,132,252,106,202
ENSDARG00000014599,182.87,156.9,134.76,256.31,257.35,191.51
ENSDARG00000014623,59,62,36,55,65,55
ENSDARG00000014624,5,3,2,2,5,1
